hangul_word,English_translation,hanja_word_with_x,hangul_hanja_tuple,hangul_hanja_char_tuple,hangul_seq,hanja_seq,hangul_hanja_tuple_num_parts,hangul_hanja_char_tuple_rank_tuple,hangul_hanja_char_tuple_rank
그,that,X,"('그', 'X')","('그', 'X')",그,X,10,"(10, ('그', 'X'))",388
우체국,post office,郵遞局,"('우체국', '郵遞局')","('국', '局')",국,局,10,"(10, ('국', '局'))",387
약국,pharmacy,藥局,"('약국', '藥局')","('국', '局')",국,局,10,"(10, ('국', '局'))",387
한국어,Korean (language),韓國語,"('한국어', '韓國語')","('국', '國')",국,國,10,"(10, ('국', '國'))",386
한국,Korea,韓國,"('한국', '韓國')","('국', '國')",국,國,10,"(10, ('국', '國'))",386
중국어,Chinese (language),中國語,"('중국어', '中國語')","('국', '國')",국,國,10,"(10, ('국', '國'))",386
중국,China,中國,"('중국', '中國')","('국', '國')",국,國,10,"(10, ('국', '國'))",386
외국,foreign country,外國,"('외국', '外國')","('국', '國')",국,國,10,"(10, ('국', '國'))",386
영국,the United Kingdom,英國,"('영국', '英國')","('국', '國')",국,國,10,"(10, ('국', '國'))",386
미국,the United States of America,美國,"('미국', '美國')","('국', '國')",국,國,10,"(10, ('국', '國'))",386
국적,nationality,國籍,"('국적', '國籍')","('국', '國')",국,國,10,"(10, ('국', '國'))",386
가방,bag,街坊,"('가방', '街坊')","('가', '街')",가,街,10,"(10, ('가', '街'))",385
휴가,leave / vacation,休暇,"('휴가', '休暇')","('가', '暇')",가,暇,10,"(10, ('가', '暇'))",384
가족,family,家族,"('가족', '家族')","('가', '家')",가,家,10,"(10, ('가', '家'))",383
젓가락,chopsticks,X,"('젓가락', 'X')","('가', 'X')",가,X,10,"(10, ('가', 'X'))",382
숟가락,spoon,X,"('숟가락', 'X')","('가', 'X')",가,X,10,"(10, ('가', 'X'))",382
들어가다,to go in to enter,X,"('들어가다', 'X')","('가', 'X')",가,X,10,"(10, ('가', 'X'))",382
누가,who,X,"('누가', 'X')","('가', 'X')",가,X,10,"(10, ('가', 'X'))",382
가르치다,to teach,X,"('가르치다', 'X')","('가', 'X')",가,X,10,"(10, ('가', 'X'))",382
가다,to go,X,"('가다', 'X')","('가', 'X')",가,X,10,"(10, ('가', 'X'))",382
가게,store / shop,X,"('가게', 'X')","('가', 'X')",가,X,10,"(10, ('가', 'X'))",382
냉장고,refrigerator,冷藏庫,"('냉장고', '冷藏庫')","('장', '藏')",장,藏,9,"(9, ('장', '藏'))",381
장미,rose,薔薇,"('장미', '薔薇')","('장', '薔')",장,薔,9,"(9, ('장', '薔'))",380
화장실,rest room,化粧室,"('화장실', '化粧室')","('장', '粧')",장,粧,9,"(9, ('장', '粧'))",379
주차장,parking lot,駐車場,"('주차장', '駐車場')","('장', '場')",장,場,9,"(9, ('장', '場'))",378
시장,market,市場,"('시장', '市場')","('장', '場')",장,場,9,"(9, ('장', '場'))",378
수영장,swimming pool,水泳場,"('수영장', '水泳場')","('장', '場')",장,場,9,"(9, ('장', '場'))",378
극장,movie theater,劇場,"('극장', '劇場')","('장', '場')",장,場,9,"(9, ('장', '場'))",378
옷장,wardrobe / closet,X,"('옷장', 'X')","('장', 'X')",장,X,9,"(9, ('장', 'X'))",377
스키장,ski resort,X,"('스키장', 'X')","('장', 'X')",장,X,9,"(9, ('장', 'X'))",377
월요일,Monday,月曜日,"('월요일', '月曜日')","('월', '月')",월,月,9,"(9, ('월', '月'))",376
오월,May,五月,"('오월', '五月')","('월', '月')",월,月,9,"(9, ('월', '月'))",376
십일월,November,十一月,"('십일월', '十一月')","('월', '月')",월,月,9,"(9, ('월', '月'))",376
십이월,December,十二月,"('십이월', '十二月')","('월', '月')",월,月,9,"(9, ('월', '月'))",376
시월,October,十月,"('시월', '十月')","('월', '月')",월,月,9,"(9, ('월', '月'))",376
삼월,March,三月,"('삼월', '三月')","('월', '月')",월,月,9,"(9, ('월', '月'))",376
사월,April,四月,"('사월', '四月')","('월', '月')",월,月,9,"(9, ('월', '月'))",376
구월,September,九月,"('구월', '九月')","('월', '月')",월,月,9,"(9, ('월', '月'))",376
월,month,X,"('월', 'X')","('월', 'X')",월,X,9,"(9, ('월', 'X'))",375
오후,afternoon / p.m.,午後,"('오후', '午後')","('오', '午')",오,午,9,"(9, ('오', '午'))",374
오전,morning / a.m.,午前,"('오전', '午前')","('오', '午')",오,午,9,"(9, ('오', '午'))",374
오월,May,五月,"('오월', '五月')","('오', '五')",오,五,9,"(9, ('오', '五'))",373
오빠,elder brother from a female perspective,X,"('오빠', 'X')","('오', 'X')",오,X,9,"(9, ('오', 'X'))",372
오른쪽,right side,X,"('오른쪽', 'X')","('오', 'X')",오,X,9,"(9, ('오', 'X'))",372
오렌지,orange,X,"('오렌지', 'X')","('오', 'X')",오,X,9,"(9, ('오', 'X'))",372
오다,to come,X,"('오다', 'X')","('오', 'X')",오,X,9,"(9, ('오', 'X'))",372
오늘,today,X,"('오늘', 'X')","('오', 'X')",오,X,9,"(9, ('오', 'X'))",372
오,five,X,"('오', 'X')","('오', 'X')",오,X,9,"(9, ('오', 'X'))",372
회색,grey,灰色,"('회색', '灰色')","('색', '色')",색,色,9,"(9, ('색', '色'))",371
녹색,green,綠色,"('녹색', '綠色')","('색', '色')",색,色,9,"(9, ('색', '色'))",371
갈색,brown,褐色,"('갈색', '褐色')","('색', '色')",색,色,9,"(9, ('색', '色'))",371
하얀색,white,X,"('하얀색', 'X')","('색', 'X')",색,X,9,"(9, ('색', 'X'))",370
파란색,blue,X,"('파란색', 'X')","('색', 'X')",색,X,9,"(9, ('색', 'X'))",370
색,color,X,"('색', 'X')","('색', 'X')",색,X,9,"(9, ('색', 'X'))",370
빨간색,red,X,"('빨간색', 'X')","('색', 'X')",색,X,9,"(9, ('색', 'X'))",370
노란색,yellow,X,"('노란색', 'X')","('색', 'X')",색,X,9,"(9, ('색', 'X'))",370
까만색,black,X,"('까만색', 'X')","('색', 'X')",색,X,9,"(9, ('색', 'X'))",370
안내,information guide,案內,"('안내', '案內')","('내', '內')",내,內,9,"(9, ('내', '內'))",369
시내,downtown,市內,"('시내', '市內')","('내', '內')",내,內,9,"(9, ('내', '內'))",369
내일,tomorrow,來日,"('내일', '來日')","('내', '來')",내,來,9,"(9, ('내', '來'))",368
아내,wife,X,"('아내', 'X')","('내', 'X')",내,X,9,"(9, ('내', 'X'))",367
보내다,to send / to mail,X,"('보내다', 'X')","('내', 'X')",내,X,9,"(9, ('내', 'X'))",367
내리다,to get off,X,"('내리다', 'X')","('내', 'X')",내,X,9,"(9, ('내', 'X'))",367
내다,to pay,X,"('내다', 'X')","('내', 'X')",내,X,9,"(9, ('내', 'X'))",367
내,my,X,"('내', 'X')","('내', 'X')",내,X,9,"(9, ('내', 'X'))",367
끝내다,to finish,X,"('끝내다', 'X')","('내', 'X')",내,X,9,"(9, ('내', 'X'))",367
피자,pizza,X,"('피자', 'X')","('피', 'X')",피,X,8,"(8, ('피', 'X'))",366
피우다,to smoke (a cigarette),X,"('피우다', 'X')","('피', 'X')",피,X,8,"(8, ('피', 'X'))",366
피아노,piano,X,"('피아노', 'X')","('피', 'X')",피,X,8,"(8, ('피', 'X'))",366
피라미드,pyramid,X,"('피라미드', 'X')","('피', 'X')",피,X,8,"(8, ('피', 'X'))",366
피곤하다,tired,X,"('피곤하다', 'X')","('피', 'X')",피,X,8,"(8, ('피', 'X'))",366
피,blood,X,"('피', 'X')","('피', 'X')",피,X,8,"(8, ('피', 'X'))",366
커피숍,coffee shop,X,"('커피숍', 'X')","('피', 'X')",피,X,8,"(8, ('피', 'X'))",366
커피,coffee,X,"('커피', 'X')","('피', 'X')",피,X,8,"(8, ('피', 'X'))",366
우산,umbrella,雨傘,"('우산', '雨傘')","('우', '雨')",우,雨,8,"(8, ('우', '雨'))",365
우체국,post office,郵遞局,"('우체국', '郵遞局')","('우', '郵')",우,郵,8,"(8, ('우', '郵'))",364
우유,milk,牛乳,"('우유', '牛乳')","('우', '牛')",우,牛,8,"(8, ('우', '牛'))",363
피우다,to smoke (a cigarette),X,"('피우다', 'X')","('우', 'X')",우,X,8,"(8, ('우', 'X'))",362
지우개,eraser,X,"('지우개', 'X')","('우', 'X')",우,X,8,"(8, ('우', 'X'))",362
우리,we / our,X,"('우리', 'X')","('우', 'X')",우,X,8,"(8, ('우', 'X'))",362
세우다,to stop,X,"('세우다', 'X')","('우', 'X')",우,X,8,"(8, ('우', 'X'))",362
배우다,to learn,X,"('배우다', 'X')","('우', 'X')",우,X,8,"(8, ('우', 'X'))",362
화요일,Tuesday,火曜日,"('화요일', '火曜日')","('요일', '曜日')",요일,曜日,8,"(8, ('요일', '曜日'))",361
토요일,Saturday,土曜日,"('토요일', '土曜日')","('요일', '曜日')",요일,曜日,8,"(8, ('요일', '曜日'))",361
일요일,Sunday,日曜日,"('일요일', '日曜日')","('요일', '曜日')",요일,曜日,8,"(8, ('요일', '曜日'))",361
월요일,Monday,月曜日,"('월요일', '月曜日')","('요일', '曜日')",요일,曜日,8,"(8, ('요일', '曜日'))",361
요일,a day of the week,曜日,"('요일', '曜日')","('요일', '曜日')",요일,曜日,8,"(8, ('요일', '曜日'))",361
수요일,Wednesday,水曜日,"('수요일', '水曜日')","('요일', '曜日')",요일,曜日,8,"(8, ('요일', '曜日'))",361
목요일,Thursday,木曜日,"('목요일', '木曜日')","('요일', '曜日')",요일,曜日,8,"(8, ('요일', '曜日'))",361
금요일,Friday,金曜日,"('금요일', '金曜日')","('요일', '曜日')",요일,曜日,8,"(8, ('요일', '曜日'))",361
여행하다,to travel,旅行하다,"('여행하다', '旅行하다')","('여', '旅')",여,旅,8,"(8, ('여', '旅'))",360
여행사,travel agency,旅行社,"('여행사', '旅行社')","('여', '旅')",여,旅,8,"(8, ('여', '旅'))",360
여행,trip travel,旅行,"('여행', '旅行')","('여', '旅')",여,旅,8,"(8, ('여', '旅'))",360
여자,woman female,女子,"('여자', '女子')","('여', '女')",여,女,8,"(8, ('여', '女'))",359
여동생,younger sister,女同生,"('여동생', '女同生')","('여', '女')",여,女,8,"(8, ('여', '女'))",359
여섯,six,X,"('여섯', 'X')","('여', 'X')",여,X,8,"(8, ('여', 'X'))",358
여덟,eight,X,"('여덟', 'X')","('여', 'X')",여,X,8,"(8, ('여', 'X'))",358
여기,here,X,"('여기', 'X')","('여', 'X')",여,X,8,"(8, ('여', 'X'))",358
여동생,younger sister,女同生,"('여동생', '女同生')","('동', '同')",동,同,8,"(8, ('동', '同'))",357
동생,younger brother or sister,同生,"('동생', '同生')","('동', '同')",동,同,8,"(8, ('동', '同'))",357
운동하다,to exercise / to work out,運動하다,"('운동하다', '運動하다')","('동', '動')",동,動,8,"(8, ('동', '動'))",356
운동,exercise / workout,運動,"('운동', '運動')","('동', '動')",동,動,8,"(8, ('동', '動'))",356
명동,Myeong-dong,鳴動,"('명동', '鳴動')","('동', '動')",동,動,8,"(8, ('동', '動'))",356
인사동,Insa-dong,X,"('인사동', 'X')","('동', 'X')",동,X,8,"(8, ('동', 'X'))",355
명동역,Myeongdong Station,X,"('명동역', 'X')","('동', 'X')",동,X,8,"(8, ('동', 'X'))",355
남동생,younger brother,X,"('남동생', 'X')","('동', 'X')",동,X,8,"(8, ('동', 'X'))",355
다치다,to be hurt,X,"('다치다', 'X')","('다', 'X')",다,X,8,"(8, ('다', 'X'))",354
다이어트,diet,X,"('다이어트', 'X')","('다', 'X')",다,X,8,"(8, ('다', 'X'))",354
다음,next,X,"('다음', 'X')","('다', 'X')",다,X,8,"(8, ('다', 'X'))",354
다섯,five,X,"('다섯', 'X')","('다', 'X')",다,X,8,"(8, ('다', 'X'))",354
다리,leg,X,"('다리', 'X')","('다', 'X')",다,X,8,"(8, ('다', 'X'))",354
다른,other,X,"('다른', 'X')","('다', 'X')",다,X,8,"(8, ('다', 'X'))",354
다니다,to go to (a company) / to work for,X,"('다니다', 'X')","('다', 'X')",다,X,8,"(8, ('다', 'X'))",354
기다리다,to wait,X,"('기다리다', 'X')","('다', 'X')",다,X,8,"(8, ('다', 'X'))",354
친구,friend,親舊,"('친구', '親舊')","('구', '舊')",구,舊,8,"(8, ('구', '舊'))",353
연구원,researcher,硏究員,"('연구원', '硏究員')","('구', '究')",구,究,8,"(8, ('구', '究'))",352
축구,soccer,蹴球,"('축구', '蹴球')","('구', '球')",구,球,8,"(8, ('구', '球'))",351
야구,baseball,野球,"('야구', '野球')","('구', '球')",구,球,8,"(8, ('구', '球'))",351
구두,dress shoes,口頭,"('구두', '口頭')","('구', '口')",구,口,8,"(8, ('구', '口'))",350
구월,September,九月,"('구월', '九月')","('구', '九')",구,九,8,"(8, ('구', '九'))",349
누구,who,X,"('누구', 'X')","('구', 'X')",구,X,8,"(8, ('구', 'X'))",348
구,nine,X,"('구', 'X')","('구', 'X')",구,X,8,"(8, ('구', 'X'))",348
백화점,department store,百貨店,"('백화점', '百貨店')","('화', '貨')",화,貨,7,"(7, ('화', '貨'))",347
전화하다,to call,電話하다,"('전화하다', '電話하다')","('화', '話')",화,話,7,"(7, ('화', '話'))",346
전화번호,telephone number,電話番號,"('전화번호', '電話番號')","('화', '話')",화,話,7,"(7, ('화', '話'))",346
전화,cellular phone | telephone,電話,"('전화', '電話')","('화', '話')",화,話,7,"(7, ('화', '話'))",346
영화,movie,映畵,"('영화', '映畵')","('화', '畵')",화,畵,7,"(7, ('화', '畵'))",345
화요일,Tuesday,火曜日,"('화요일', '火曜日')","('화', '火')",화,火,7,"(7, ('화', '火'))",344
화장실,rest room,化粧室,"('화장실', '化粧室')","('화', '化')",화,化,7,"(7, ('화', '化'))",343
학생,student,學生,"('학생', '學生')","('학', '學')",학,學,7,"(7, ('학', '學'))",342
학교,school,學校,"('학교', '學校')","('학', '學')",학,學,7,"(7, ('학', '學'))",342
초등학생,elementary school student,初等學生,"('초등학생', '初等學生')","('학', '學')",학,學,7,"(7, ('학', '學'))",342
중학생,middle school student,中學生,"('중학생', '中學生')","('학', '學')",학,學,7,"(7, ('학', '學'))",342
방학,school holidays,放學,"('방학', '放學')","('학', '學')",학,學,7,"(7, ('학', '學'))",342
대학생,university student,大學生,"('대학생', '大學生')","('학', '學')",학,學,7,"(7, ('학', '學'))",342
고등학생,high school student,高等學生,"('고등학생', '高等學生')","('학', '學')",학,學,7,"(7, ('학', '學'))",342
병원,hospital,病院,"('병원', '病院')","('원', '院')",원,院,7,"(7, ('원', '院'))",341
공원,park,公園,"('공원', '公園')","('원', '園')",원,園,7,"(7, ('원', '園'))",340
회사원,company employee,會社員,"('회사원', '會社員')","('원', '員')",원,員,7,"(7, ('원', '員'))",339
직원,staff,職員,"('직원', '職員')","('원', '員')",원,員,7,"(7, ('원', '員'))",339
은행원,bank clerk,銀行員,"('은행원', '銀行員')","('원', '員')",원,員,7,"(7, ('원', '員'))",339
연구원,researcher,硏究員,"('연구원', '硏究員')","('원', '員')",원,員,7,"(7, ('원', '員'))",339
원,KRW / won (Korean money),X,"('원', 'X')","('원', 'X')",원,X,7,"(7, ('원', 'X'))",338
태권도,taekwondo,跆拳道,"('태권도', '跆拳道')","('도', '道')",도,道,7,"(7, ('도', '道'))",337
포도,grape,葡萄,"('포도', '葡萄')","('도', '萄')",도,萄,7,"(7, ('도', '萄'))",336
제주도,Jeju Island,濟州島,"('제주도', '濟州島')","('도', '島')",도,島,7,"(7, ('도', '島'))",335
도서관,library,圖書館,"('도서관', '圖書館')","('도', '圖')",도,圖,7,"(7, ('도', '圖'))",334
도쿄,Tokyo,X,"('도쿄', 'X')","('도', 'X')",도,X,7,"(7, ('도', 'X'))",333
도착하다,to arrive,X,"('도착하다', 'X')","('도', 'X')",도,X,7,"(7, ('도', 'X'))",333
도와주다,to help,X,"('도와주다', 'X')","('도', 'X')",도,X,7,"(7, ('도', 'X'))",333
인천공항,Incheon Airport,仁川空港,"('인천공항', '仁川空港')","('공', '空')",공,空,7,"(7, ('공', '空'))",332
공항,airport,空港,"('공항', '空港')","('공', '空')",공,空,7,"(7, ('공', '空'))",332
공책,notebook,空冊,"('공책', '空冊')","('공', '空')",공,空,7,"(7, ('공', '空'))",332
공부하다,to study,工夫하다,"('공부하다', '工夫하다')","('공', '工')",공,工,7,"(7, ('공', '工'))",331
공부,study / learning,工夫,"('공부', '工夫')","('공', '工')",공,工,7,"(7, ('공', '工'))",331
공원,park,公園,"('공원', '公園')","('공', '公')",공,公,7,"(7, ('공', '公'))",330
공,zero,X,"('공', 'X')","('공', 'X')",공,X,7,"(7, ('공', 'X'))",329
고등학생,high school student,高等學生,"('고등학생', '高等學生')","('고', '高')",고,高,7,"(7, ('고', '高'))",328
고민,agony / worry,苦悶,"('고민', '苦悶')","('고', '苦')",고,苦,7,"(7, ('고', '苦'))",327
냉장고,refrigerator,冷藏庫,"('냉장고', '冷藏庫')","('고', '庫')",고,庫,7,"(7, ('고', '庫'))",326
불고기,bulgogi,X,"('불고기', 'X')","('고', 'X')",고,X,7,"(7, ('고', 'X'))",325
배고프다,hungry,X,"('배고프다', 'X')","('고', 'X')",고,X,7,"(7, ('고', 'X'))",325
그리고,and,X,"('그리고', 'X')","('고', 'X')",고,X,7,"(7, ('고', 'X'))",325
고기,meat,X,"('고기', 'X')","('고', 'X')",고,X,7,"(7, ('고', 'X'))",325
은행원,bank clerk,銀行員,"('은행원', '銀行員')","('행', '行')",행,行,6,"(6, ('행', '行'))",324
은행,bank,銀行,"('은행', '銀行')","('행', '行')",행,行,6,"(6, ('행', '行'))",324
여행하다,to travel,旅行하다,"('여행하다', '旅行하다')","('행', '行')",행,行,6,"(6, ('행', '行'))",324
여행사,travel agency,旅行社,"('여행사', '旅行社')","('행', '行')",행,行,6,"(6, ('행', '行'))",324
여행,trip travel,旅行,"('여행', '旅行')","('행', '行')",행,行,6,"(6, ('행', '行'))",324
비행기,airplane,飛行機,"('비행기', '飛行機')","('행', '行')",행,行,6,"(6, ('행', '行'))",324
한복,hanbok (traditional Korean costume),韓服,"('한복', '韓服')","('한', '韓')",한,韓,6,"(6, ('한', '韓'))",323
한국어,Korean (language),韓國語,"('한국어', '韓國語')","('한', '韓')",한,韓,6,"(6, ('한', '韓'))",323
한국,Korea,韓國,"('한국', '韓國')","('한', '韓')",한,韓,6,"(6, ('한', '韓'))",323
한라산,Hallasan,漢拏山,"('한라산', '漢拏山')","('한', '漢')",한,漢,6,"(6, ('한', '漢'))",322
한번,once,X,"('한번', 'X')","('한', 'X')",한,X,6,"(6, ('한', 'X'))",321
한,one (when modifying a counting unit that follows),X,"('한', 'X')","('한', 'X')",한,X,6,"(6, ('한', 'X'))",321
지하철역,subway station,地下鐵驛,"('지하철역', '地下鐵驛')","('하', '下')",하,下,6,"(6, ('하', '下'))",320
지하철,subway,地下鐵,"('지하철', '地下鐵')","('하', '下')",하,下,6,"(6, ('하', '下'))",320
하얀색,white,X,"('하얀색', 'X')","('하', 'X')",하,X,6,"(6, ('하', 'X'))",319
하루,one day,X,"('하루', 'X')","('하', 'X')",하,X,6,"(6, ('하', 'X'))",319
하나,one,X,"('하나', 'X')","('하', 'X')",하,X,6,"(6, ('하', 'X'))",319
말하기,speaking,X,"('말하기', 'X')","('하', 'X')",하,X,6,"(6, ('하', 'X'))",319
프랑스어,French (language),X,"('프랑스어', 'X')","('프', 'X')",프,X,6,"(6, ('프', 'X'))",318
프랑스,France,X,"('프랑스', 'X')","('프', 'X')",프,X,6,"(6, ('프', 'X'))",318
아프리카,Africa,X,"('아프리카', 'X')","('프', 'X')",프,X,6,"(6, ('프', 'X'))",318
아프다,to be hurting / ill / in pain / hurt,X,"('아프다', 'X')","('프', 'X')",프,X,6,"(6, ('프', 'X'))",318
슬프다,sad,X,"('슬프다', 'X')","('프', 'X')",프,X,6,"(6, ('프', 'X'))",318
배고프다,hungry,X,"('배고프다', 'X')","('프', 'X')",프,X,6,"(6, ('프', 'X'))",318
치마,skirt,X,"('치마', 'X')","('치', 'X')",치,X,6,"(6, ('치', 'X'))",317
치다,to play / to hit / to strike,X,"('치다', 'X')","('치', 'X')",치,X,6,"(6, ('치', 'X'))",317
부치다,to send / to mail,X,"('부치다', 'X')","('치', 'X')",치,X,6,"(6, ('치', 'X'))",317
다치다,to be hurt,X,"('다치다', 'X')","('치', 'X')",치,X,6,"(6, ('치', 'X'))",317
김치,kimchi,X,"('김치', 'X')","('치', 'X')",치,X,6,"(6, ('치', 'X'))",317
가르치다,to teach,X,"('가르치다', 'X')","('치', 'X')",치,X,6,"(6, ('치', 'X'))",317
주차장,parking lot,駐車場,"('주차장', '駐車場')","('차', '車')",차,車,6,"(6, ('차', '車'))",316
기차,train,汽車,"('기차', '汽車')","('차', '車')",차,車,6,"(6, ('차', '車'))",316
홍차,black tea,紅茶,"('홍차', '紅茶')","('차', '茶')",차,茶,6,"(6, ('차', '茶'))",315
녹차,green tea,綠茶,"('녹차', '綠茶')","('차', '茶')",차,茶,6,"(6, ('차', '茶'))",315
차,car | tea,X,"('차', 'X')","('차', 'X')",차,X,6,"(6, ('차', 'X'))",314
기차표,train ticket,X,"('기차표', 'X')","('차', 'X')",차,X,6,"(6, ('차', 'X'))",314
숙제하다,to do homework,宿題하다,"('숙제하다', '宿題하다')","('제', '題')",제,題,6,"(6, ('제', '題'))",313
숙제,homework,宿題,"('숙제', '宿題')","('제', '題')",제,題,6,"(6, ('제', '題'))",313
제주도,Jeju Island,濟州島,"('제주도', '濟州島')","('제', '濟')",제,濟,6,"(6, ('제', '濟'))",312
제,my,X,"('제', 'X')","('제', 'X')",제,X,6,"(6, ('제', 'X'))",311
언제,when,X,"('언제', 'X')","('제', 'X')",제,X,6,"(6, ('제', 'X'))",311
어제,yesterday,X,"('어제', 'X')","('제', 'X')",제,X,6,"(6, ('제', 'X'))",311
영어,English (language),英語,"('영어', '英語')","('영', '英')",영,英,6,"(6, ('영', '英'))",310
영국,the United Kingdom,英國,"('영국', '英國')","('영', '英')",영,英,6,"(6, ('영', '英'))",310
수영하다,to swim,水泳하다,"('수영하다', '水泳하다')","('영', '泳')",영,泳,6,"(6, ('영', '泳'))",309
수영장,swimming pool,水泳場,"('수영장', '水泳場')","('영', '泳')",영,泳,6,"(6, ('영', '泳'))",309
수영,swimming,水泳,"('수영', '水泳')","('영', '泳')",영,泳,6,"(6, ('영', '泳'))",309
영화,movie,映畵,"('영화', '映畵')","('영', '映')",영,映,6,"(6, ('영', '映'))",308
청소하다,to clean,淸掃하다,"('청소하다', '淸掃하다')","('소', '掃')",소,掃,6,"(6, ('소', '掃'))",307
청소,cleaning,淸掃,"('청소', '淸掃')","('소', '掃')",소,掃,6,"(6, ('소', '掃'))",307
주소,address,住所,"('주소', '住所')","('소', '所')",소,所,6,"(6, ('소', '所'))",306
세탁소,dry cleaner's,洗濯所,"('세탁소', '洗濯所')","('소', '所')",소,所,6,"(6, ('소', '所'))",306
소포,parcel,小包,"('소포', '小包')","('소', '小')",소,小,6,"(6, ('소', '小'))",305
소파,sofa,X,"('소파', 'X')","('소', 'X')",소,X,6,"(6, ('소', 'X'))",304
비행기,airplane,飛行機,"('비행기', '飛行機')","('비', '飛')",비,飛,6,"(6, ('비', '飛'))",303
텔레비전,television,X,"('텔레비전', 'X')","('비', 'X')",비,X,6,"(6, ('비', 'X'))",302
준비하다,to prepare,X,"('준비하다', 'X')","('비', 'X')",비,X,6,"(6, ('비', 'X'))",302
비싸다,expensive,X,"('비싸다', 'X')","('비', 'X')",비,X,6,"(6, ('비', 'X'))",302
비빔밥,bibimbap,X,"('비빔밥', 'X')","('비', 'X')",비,X,6,"(6, ('비', 'X'))",302
비,rain,X,"('비', 'X')","('비', 'X')",비,X,6,"(6, ('비', 'X'))",302
방학,school holidays,放學,"('방학', '放學')","('방', '放')",방,放,6,"(6, ('방', '放'))",301
책방,bookstore,冊房,"('책방', '冊房')","('방', '房')",방,房,6,"(6, ('방', '房'))",300
온돌방,traditional Korean room / hot-floored room,溫突房,"('온돌방', '溫突房')","('방', '房')",방,房,6,"(6, ('방', '房'))",300
가방,bag,街坊,"('가방', '街坊')","('방', '坊')",방,坊,6,"(6, ('방', '坊'))",299
방콕,Bangkok,X,"('방콕', 'X')","('방', 'X')",방,X,6,"(6, ('방', 'X'))",298
방,room with a bed,X,"('방', 'X')","('방', 'X')",방,X,6,"(6, ('방', 'X'))",298
청바지,jeans,X,"('청바지', 'X')","('바', 'X')",바,X,6,"(6, ('바', 'X'))",297
바지,trousers pants,X,"('바지', 'X')","('바', 'X')",바,X,6,"(6, ('바', 'X'))",297
바쁘다,busy,X,"('바쁘다', 'X')","('바', 'X')",바,X,6,"(6, ('바', 'X'))",297
바다,sea ocean,X,"('바다', 'X')","('바', 'X')",바,X,6,"(6, ('바', 'X'))",297
바나나,banana,X,"('바나나', 'X')","('바', 'X')",바,X,6,"(6, ('바', 'X'))",297
바꾸다,to change | to exchange,X,"('바꾸다', 'X')","('바', 'X')",바,X,6,"(6, ('바', 'X'))",297
장미,rose,薔薇,"('장미', '薔薇')","('미', '薇')",미,薇,6,"(6, ('미', '薇'))",296
미국,the United States of America,美國,"('미국', '美國')","('미', '美')",미,美,6,"(6, ('미', '美'))",295
피라미드,pyramid,X,"('피라미드', 'X')","('미', 'X')",미,X,6,"(6, ('미', 'X'))",294
재미있다,interesting,X,"('재미있다', 'X')","('미', 'X')",미,X,6,"(6, ('미', 'X'))",294
재미없다,not interesting,X,"('재미없다', 'X')","('미', 'X')",미,X,6,"(6, ('미', 'X'))",294
미안하다,sorry,X,"('미안하다', 'X')","('미', 'X')",미,X,6,"(6, ('미', 'X'))",294
십만,hundred thousand,十萬,"('십만', '十萬')","('만', '萬')",만,萬,6,"(6, ('만', '萬'))",293
만지다,to touch,X,"('만지다', 'X')","('만', 'X')",만,X,6,"(6, ('만', 'X'))",292
만들다,to make,X,"('만들다', 'X')","('만', 'X')",만,X,6,"(6, ('만', 'X'))",292
만나다,to meet,X,"('만나다', 'X')","('만', 'X')",만,X,6,"(6, ('만', 'X'))",292
까만색,black,X,"('까만색', 'X')","('만', 'X')",만,X,6,"(6, ('만', 'X'))",292
그렇지만,but,X,"('그렇지만', 'X')","('만', 'X')",만,X,6,"(6, ('만', 'X'))",292
치마,skirt,X,"('치마', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",291
얼마나,how long,X,"('얼마나', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",291
얼마,how much,X,"('얼마', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",291
마드리드,Madrid,X,"('마드리드', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",291
로마,Rome,X,"('로마', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",291
드라마,drama (TV series),X,"('드라마', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",291
한라산,Hallasan,漢拏山,"('한라산', '漢拏山')","('라', '拏')",라,拏,6,"(6, ('라', '拏'))",290
피라미드,pyramid,X,"('피라미드', 'X')","('라', 'X')",라,X,6,"(6, ('라', 'X'))",289
콜라,cola,X,"('콜라', 'X')","('라', 'X')",라,X,6,"(6, ('라', 'X'))",289
카메라,camera,X,"('카메라', 'X')","('라', 'X')",라,X,6,"(6, ('라', 'X'))",289
브라질,Brasil,X,"('브라질', 'X')","('라', 'X')",라,X,6,"(6, ('라', 'X'))",289
드라마,drama (TV series),X,"('드라마', 'X')","('라', 'X')",라,X,6,"(6, ('라', 'X'))",289
핸드폰,mobile phone,X,"('핸드폰', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",288
피라미드,pyramid,X,"('피라미드', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",288
마드리드,Madrid,X,"('마드리드', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",288
