hangul_word,English_translation,hanja_word_with_x,hangul_hanja_tuple,hangul_hanja_char_tuple,hangul_seq,hanja_seq,hangul_hanja_tuple_num_parts,hangul_hanja_char_tuple_rank_tuple,hangul_hanja_char_tuple_rank
말하기,speaking,X,"('말하기', 'X')","('말', 'X')",말,X,3,"(3, ('말', 'X'))",165
말레이시아,Malaysia,X,"('말레이시아', 'X')","('말', 'X')",말,X,3,"(3, ('말', 'X'))",165
요리하다,to cook,料理하다,"('요리하다', '料理하다')","('리', '理')",리,理,3,"(3, ('리', '理'))",164
요리사,chef,料理師,"('요리사', '料理師')","('리', '理')",리,理,3,"(3, ('리', '理'))",164
요리,cooking,料理,"('요리', '料理')","('리', '理')",리,理,3,"(3, ('리', '理'))",164
프랑스어,French (language),X,"('프랑스어', 'X')","('랑', 'X')",랑,X,3,"(3, ('랑', 'X'))",163
프랑스,France,X,"('프랑스', 'X')","('랑', 'X')",랑,X,3,"(3, ('랑', 'X'))",163
사랑하다,to love,X,"('사랑하다', 'X')","('랑', 'X')",랑,X,3,"(3, ('랑', 'X'))",163
사람,human / person,X,"('사람', 'X')","('람', 'X')",람,X,3,"(3, ('람', 'X'))",162
뒷사람,person behind,X,"('뒷사람', 'X')","('람', 'X')",람,X,3,"(3, ('람', 'X'))",162
눈사람,snowman,X,"('눈사람', 'X')","('람', 'X')",람,X,3,"(3, ('람', 'X'))",162
운동하다,to exercise / to work out,運動하다,"('운동하다', '運動하다')","('동', '動')",동,動,3,"(3, ('동', '動'))",161
운동,exercise / workout,運動,"('운동', '運動')","('동', '動')",동,動,3,"(3, ('동', '動'))",161
명동,Myeong-dong,鳴動,"('명동', '鳴動')","('동', '動')",동,動,3,"(3, ('동', '動'))",161
인사동,Insa-dong,X,"('인사동', 'X')","('동', 'X')",동,X,3,"(3, ('동', 'X'))",160
명동역,Myeongdong Station,X,"('명동역', 'X')","('동', 'X')",동,X,3,"(3, ('동', 'X'))",160
남동생,younger brother,X,"('남동생', 'X')","('동', 'X')",동,X,3,"(3, ('동', 'X'))",160
도쿄,Tokyo,X,"('도쿄', 'X')","('도', 'X')",도,X,3,"(3, ('도', 'X'))",159
도착하다,to arrive,X,"('도착하다', 'X')","('도', 'X')",도,X,3,"(3, ('도', 'X'))",159
도와주다,to help,X,"('도와주다', 'X')","('도', 'X')",도,X,3,"(3, ('도', 'X'))",159
달리다,to run,X,"('달리다', 'X')","('달', 'X')",달,X,3,"(3, ('달', 'X'))",158
달러,dollar,X,"('달러', 'X')","('달', 'X')",달,X,3,"(3, ('달', 'X'))",158
달,month,X,"('달', 'X')","('달', 'X')",달,X,3,"(3, ('달', 'X'))",158
메뉴,menu,X,"('메뉴', 'X')","('뉴', 'X')",뉴,X,3,"(3, ('뉴', 'X'))",157
뉴욕,New York,X,"('뉴욕', 'X')","('뉴', 'X')",뉴,X,3,"(3, ('뉴', 'X'))",157
뉴스,news,X,"('뉴스', 'X')","('뉴', 'X')",뉴,X,3,"(3, ('뉴', 'X'))",157
누나,elder sister from a male perspective,X,"('누나', 'X')","('누', 'X')",누,X,3,"(3, ('누', 'X'))",156
누구,who,X,"('누구', 'X')","('누', 'X')",누,X,3,"(3, ('누', 'X'))",156
누가,who,X,"('누가', 'X')","('누', 'X')",누,X,3,"(3, ('누', 'X'))",156
피아노,piano,X,"('피아노', 'X')","('노', 'X')",노,X,3,"(3, ('노', 'X'))",155
노래하다,to sing,X,"('노래하다', 'X')","('노', 'X')",노,X,3,"(3, ('노', 'X'))",155
노란색,yellow,X,"('노란색', 'X')","('노', 'X')",노,X,3,"(3, ('노', 'X'))",155
인천공항,Incheon Airport,仁川空港,"('인천공항', '仁川空港')","('공', '空')",공,空,3,"(3, ('공', '空'))",154
공항,airport,空港,"('공항', '空港')","('공', '空')",공,空,3,"(3, ('공', '空'))",154
공책,notebook,空冊,"('공책', '空冊')","('공', '空')",공,空,3,"(3, ('공', '空'))",154
회사원,company employee,會社員,"('회사원', '會社員')","('회사', '會社')",회사,會社,2,"(2, ('회사', '會社'))",153
회사,company,會社,"('회사', '會社')","('회사', '會社')",회사,會社,2,"(2, ('회사', '會社'))",153
회사원,company employee,會社員,"('회사원', '會社員')","('회', '會')",회,會,2,"(2, ('회', '會'))",152
회사,company,會社,"('회사', '會社')","('회', '會')",회,會,2,"(2, ('회', '會'))",152
결혼하다,to marry,結婚하다,"('결혼하다', '結婚하다')","('혼', '婚')",혼,婚,2,"(2, ('혼', '婚'))",151
결혼,marriage,結婚,"('결혼', '結婚')","('혼', '婚')",혼,婚,2,"(2, ('혼', '婚'))",151
호선,subway line number,號線,"('호선', '號線')","('호', '號')",호,號,2,"(2, ('호', '號'))",150
전화번호,telephone number,電話番號,"('전화번호', '電話番號')","('호', '號')",호,號,2,"(2, ('호', '號'))",150
인천공항,Incheon Airport,仁川空港,"('인천공항', '仁川空港')","('항', '港')",항,港,2,"(2, ('항', '港'))",149
공항,airport,空港,"('공항', '空港')","('항', '港')",항,港,2,"(2, ('항', '港'))",149
할아버지,grandfather,X,"('할아버지', 'X')","('할', 'X')",할,X,2,"(2, ('할', 'X'))",148
할머니,grandmother,X,"('할머니', 'X')","('할', 'X')",할,X,2,"(2, ('할', 'X'))",148
한국어,Korean (language),韓國語,"('한국어', '韓國語')","('한국', '韓國')",한국,韓國,2,"(2, ('한국', '韓國'))",147
한국,Korea,韓國,"('한국', '韓國')","('한국', '韓國')",한국,韓國,2,"(2, ('한국', '韓國'))",147
한번,once,X,"('한번', 'X')","('한', 'X')",한,X,2,"(2, ('한', 'X'))",146
한,one (when modifying a counting unit that follows),X,"('한', 'X')","('한', 'X')",한,X,2,"(2, ('한', 'X'))",146
지하철역,subway station,地下鐵驛,"('지하철역', '地下鐵驛')","('하철', '下鐵')",하철,下鐵,2,"(2, ('하철', '下鐵'))",145
지하철,subway,地下鐵,"('지하철', '地下鐵')","('하철', '下鐵')",하철,下鐵,2,"(2, ('하철', '下鐵'))",145
지하철역,subway station,地下鐵驛,"('지하철역', '地下鐵驛')","('하', '下')",하,下,2,"(2, ('하', '下'))",144
지하철,subway,地下鐵,"('지하철', '地下鐵')","('하', '下')",하,下,2,"(2, ('하', '下'))",144
프랑스어,French (language),X,"('프랑스어', 'X')","('프랑스', 'X')",프랑스,X,2,"(2, ('프랑스', 'X'))",143
프랑스,France,X,"('프랑스', 'X')","('프랑스', 'X')",프랑스,X,2,"(2, ('프랑스', 'X'))",143
프랑스어,French (language),X,"('프랑스어', 'X')","('프랑', 'X')",프랑,X,2,"(2, ('프랑', 'X'))",142
프랑스,France,X,"('프랑스', 'X')","('프랑', 'X')",프랑,X,2,"(2, ('프랑', 'X'))",142
투표하다,to vote,投票하다,"('투표하다', '投票하다')","('표', '票')",표,票,2,"(2, ('표', '票'))",141
투표,vote,投票,"('투표', '投票')","('표', '票')",표,票,2,"(2, ('표', '票'))",141
표,ticket,X,"('표', 'X')","('표', 'X')",표,X,2,"(2, ('표', 'X'))",140
기차표,train ticket,X,"('기차표', 'X')","('표', 'X')",표,X,2,"(2, ('표', 'X'))",140
편지,letter,便紙,"('편지', '便紙')","('편', '便')",편,便,2,"(2, ('편', '便'))",139
남편,husband,男便,"('남편', '男便')","('편', '便')",편,便,2,"(2, ('편', '便'))",139
투표하다,to vote,投票하다,"('투표하다', '投票하다')","('투표', '投票')",투표,投票,2,"(2, ('투표', '投票'))",138
투표,vote,投票,"('투표', '投票')","('투표', '投票')",투표,投票,2,"(2, ('투표', '投票'))",138
투표하다,to vote,投票하다,"('투표하다', '投票하다')","('투', '投')",투,投,2,"(2, ('투', '投'))",137
투표,vote,投票,"('투표', '投票')","('투', '投')",투,投,2,"(2, ('투', '投'))",137
호텔,hotel,X,"('호텔', 'X')","('텔', 'X')",텔,X,2,"(2, ('텔', 'X'))",136
텔레비전,television,X,"('텔레비전', 'X')","('텔', 'X')",텔,X,2,"(2, ('텔', 'X'))",136
타다,to get on to ride,X,"('타다', 'X')","('타', 'X')",타,X,2,"(2, ('타', 'X'))",135
갈아타다,to transfer,X,"('갈아타다', 'X')","('타', 'X')",타,X,2,"(2, ('타', 'X'))",135
스키장,ski resort,X,"('스키장', 'X')","('키', 'X')",키,X,2,"(2, ('키', 'X'))",134
스키,skiing,X,"('스키', 'X')","('키', 'X')",키,X,2,"(2, ('키', 'X'))",134
코트,coat,X,"('코트', 'X')","('코', 'X')",코,X,2,"(2, ('코', 'X'))",133
코,nose,X,"('코', 'X')","('코', 'X')",코,X,2,"(2, ('코', 'X'))",133
커피숍,coffee shop,X,"('커피숍', 'X')","('커피', 'X')",커피,X,2,"(2, ('커피', 'X'))",132
커피,coffee,X,"('커피', 'X')","('커피', 'X')",커피,X,2,"(2, ('커피', 'X'))",132
커피숍,coffee shop,X,"('커피숍', 'X')","('커', 'X')",커,X,2,"(2, ('커', 'X'))",131
커피,coffee,X,"('커피', 'X')","('커', 'X')",커,X,2,"(2, ('커', 'X'))",131
카메라,camera,X,"('카메라', 'X')","('카', 'X')",카,X,2,"(2, ('카', 'X'))",130
아프리카,Africa,X,"('아프리카', 'X')","('카', 'X')",카,X,2,"(2, ('카', 'X'))",130
아침,morning,X,"('아침', 'X')","('침', 'X')",침,X,2,"(2, ('침', 'X'))",129
기침,cough,X,"('기침', 'X')","('침', 'X')",침,X,2,"(2, ('침', 'X'))",129
칠,seven,X,"('칠', 'X')","('칠', 'X')",칠,X,2,"(2, ('칠', 'X'))",128
며칠,what date,X,"('며칠', 'X')","('칠', 'X')",칠,X,2,"(2, ('칠', 'X'))",128
출발하다,to depart,出發하다,"('출발하다', '出發하다')","('출발', '出發')",출발,出發,2,"(2, ('출발', '出發'))",127
출발,departure,出發,"('출발', '出發')","('출발', '出發')",출발,出發,2,"(2, ('출발', '出發'))",127
출발하다,to depart,出發하다,"('출발하다', '出發하다')","('출', '出')",출,出,2,"(2, ('출', '出'))",126
출발,departure,出發,"('출발', '出發')","('출', '出')",출,出,2,"(2, ('출', '出'))",126
청소하다,to clean,淸掃하다,"('청소하다', '淸掃하다')","('청소', '淸掃')",청소,淸掃,2,"(2, ('청소', '淸掃'))",125
청소,cleaning,淸掃,"('청소', '淸掃')","('청소', '淸掃')",청소,淸掃,2,"(2, ('청소', '淸掃'))",125
청소하다,to clean,淸掃하다,"('청소하다', '淸掃하다')","('청', '淸')",청,淸,2,"(2, ('청', '淸'))",124
청소,cleaning,淸掃,"('청소', '淸掃')","('청', '淸')",청,淸,2,"(2, ('청', '淸'))",124
청바지,jeans,X,"('청바지', 'X')","('청', 'X')",청,X,2,"(2, ('청', 'X'))",123
시청역,City Hall Station,X,"('시청역', 'X')","('청', 'X')",청,X,2,"(2, ('청', 'X'))",123
지하철역,subway station,地下鐵驛,"('지하철역', '地下鐵驛')","('철', '鐵')",철,鐵,2,"(2, ('철', '鐵'))",122
지하철,subway,地下鐵,"('지하철', '地下鐵')","('철', '鐵')",철,鐵,2,"(2, ('철', '鐵'))",122
착하다,to be kind / good-natured,X,"('착하다', 'X')","('착', 'X')",착,X,2,"(2, ('착', 'X'))",121
도착하다,to arrive,X,"('도착하다', 'X')","('착', 'X')",착,X,2,"(2, ('착', 'X'))",121
주차장,parking lot,駐車場,"('주차장', '駐車場')","('차', '車')",차,車,2,"(2, ('차', '車'))",120
기차,train,汽車,"('기차', '汽車')","('차', '車')",차,車,2,"(2, ('차', '車'))",120
홍차,black tea,紅茶,"('홍차', '紅茶')","('차', '茶')",차,茶,2,"(2, ('차', '茶'))",119
녹차,green tea,綠茶,"('녹차', '綠茶')","('차', '茶')",차,茶,2,"(2, ('차', '茶'))",119
차,car | tea,X,"('차', 'X')","('차', 'X')",차,X,2,"(2, ('차', 'X'))",118
기차표,train ticket,X,"('기차표', 'X')","('차', 'X')",차,X,2,"(2, ('차', 'X'))",118
왼쪽,left side,X,"('왼쪽', 'X')","('쪽', 'X')",쪽,X,2,"(2, ('쪽', 'X'))",117
오른쪽,right side,X,"('오른쪽', 'X')","('쪽', 'X')",쪽,X,2,"(2, ('쪽', 'X'))",117
집안일,chores,X,"('집안일', 'X')","('집', 'X')",집,X,2,"(2, ('집', 'X'))",116
집,house,X,"('집', 'X')","('집', 'X')",집,X,2,"(2, ('집', 'X'))",116
직원,staff,職員,"('직원', '職員')","('직', '職')",직,職,2,"(2, ('직', '職'))",115
직업,job/ occupation,職業,"('직업', '職業')","('직', '職')",직,職,2,"(2, ('직', '職'))",115
지하철역,subway station,地下鐵驛,"('지하철역', '地下鐵驛')","('지하철', '地下鐵')",지하철,地下鐵,2,"(2, ('지하철', '地下鐵'))",114
지하철,subway,地下鐵,"('지하철', '地下鐵')","('지하철', '地下鐵')",지하철,地下鐵,2,"(2, ('지하철', '地下鐵'))",114
지하철역,subway station,地下鐵驛,"('지하철역', '地下鐵驛')","('지하', '地下')",지하,地下,2,"(2, ('지하', '地下'))",113
지하철,subway,地下鐵,"('지하철', '地下鐵')","('지하', '地下')",지하,地下,2,"(2, ('지하', '地下'))",113
편지,letter,便紙,"('편지', '便紙')","('지', '紙')",지,紙,2,"(2, ('지', '紙'))",112
지갑,wallet,紙匣,"('지갑', '紙匣')","('지', '紙')",지,紙,2,"(2, ('지', '紙'))",112
지하철역,subway station,地下鐵驛,"('지하철역', '地下鐵驛')","('지', '地')",지,地,2,"(2, ('지', '地'))",111
지하철,subway,地下鐵,"('지하철', '地下鐵')","('지', '地')",지,地,2,"(2, ('지', '地'))",111
중국어,Chinese (language),中國語,"('중국어', '中國語')","('중국', '中國')",중국,中國,2,"(2, ('중국', '中國'))",110
중국,China,中國,"('중국', '中國')","('중국', '中國')",중국,中國,2,"(2, ('중국', '中國'))",110
주일,week,週日,"('주일', '週日')","('주', '週')",주,週,2,"(2, ('주', '週'))",109
주말,weekend,週末,"('주말', '週末')","('주', '週')",주,週,2,"(2, ('주', '週'))",109
좋아하다,to like,X,"('좋아하다', 'X')","('좋', 'X')",좋,X,2,"(2, ('좋', 'X'))",108
좋다,good,X,"('좋다', 'X')","('좋', 'X')",좋,X,2,"(2, ('좋', 'X'))",108
숙제하다,to do homework,宿題하다,"('숙제하다', '宿題하다')","('제', '題')",제,題,2,"(2, ('제', '題'))",107
숙제,homework,宿題,"('숙제', '宿題')","('제', '題')",제,題,2,"(2, ('제', '題'))",107
정말,"really, truly",X,"('정말', 'X')","('정', 'X')",정,X,2,"(2, ('정', 'X'))",106
걱정,worry / concern,X,"('걱정', 'X')","('정', 'X')",정,X,2,"(2, ('정', 'X'))",106
텔레비전,television,X,"('텔레비전', 'X')","('전', 'X')",전,X,2,"(2, ('전', 'X'))",105
전혀,not at all,X,"('전혀', 'X')","('전', 'X')",전,X,2,"(2, ('전', 'X'))",105
재미있다,interesting,X,"('재미있다', 'X')","('재미', 'X')",재미,X,2,"(2, ('재미', 'X'))",104
재미없다,not interesting,X,"('재미없다', 'X')","('재미', 'X')",재미,X,2,"(2, ('재미', 'X'))",104
재미있다,interesting,X,"('재미있다', 'X')","('재', 'X')",재,X,2,"(2, ('재', 'X'))",103
재미없다,not interesting,X,"('재미없다', 'X')","('재', 'X')",재,X,2,"(2, ('재', 'X'))",103
옷장,wardrobe / closet,X,"('옷장', 'X')","('장', 'X')",장,X,2,"(2, ('장', 'X'))",102
스키장,ski resort,X,"('스키장', 'X')","('장', 'X')",장,X,2,"(2, ('장', 'X'))",102
자주,often,自主,"('자주', '自主')","('자', '自')",자,自,2,"(2, ('자', '自'))",101
자전거,bicycle,自轉車,"('자전거', '自轉車')","('자', '自')",자,自,2,"(2, ('자', '自'))",101
회의하다,to hold a meeting,X,"('회의하다', 'X')","('의', 'X')",의,X,2,"(2, ('의', 'X'))",100
예술의,arts,X,"('예술의', 'X')","('의', 'X')",의,X,2,"(2, ('의', 'X'))",100
은행원,bank clerk,銀行員,"('은행원', '銀行員')","('은행', '銀行')",은행,銀行,2,"(2, ('은행', '銀行'))",99
은행,bank,銀行,"('은행', '銀行')","('은행', '銀行')",은행,銀行,2,"(2, ('은행', '銀行'))",99
은행원,bank clerk,銀行員,"('은행원', '銀行員')","('은', '銀')",은,銀,2,"(2, ('은', '銀'))",98
은행,bank,銀行,"('은행', '銀行')","('은', '銀')",은,銀,2,"(2, ('은', '銀'))",98
운전하다,to drive,運轉하다,"('운전하다', '運轉하다')","('운전', '運轉')",운전,運轉,2,"(2, ('운전', '運轉'))",97
운전,driving,運轉,"('운전', '運轉')","('운전', '運轉')",운전,運轉,2,"(2, ('운전', '運轉'))",97
운동하다,to exercise / to work out,運動하다,"('운동하다', '運動하다')","('운동', '運動')",운동,運動,2,"(2, ('운동', '運動'))",96
운동,exercise / workout,運動,"('운동', '運動')","('운동', '運動')",운동,運動,2,"(2, ('운동', '運動'))",96
옷장,wardrobe / closet,X,"('옷장', 'X')","('옷', 'X')",옷,X,2,"(2, ('옷', 'X'))",95
옷,clothes,X,"('옷', 'X')","('옷', 'X')",옷,X,2,"(2, ('옷', 'X'))",95
오후,afternoon / p.m.,午後,"('오후', '午後')","('오', '午')",오,午,2,"(2, ('오', '午'))",94
오전,morning / a.m.,午前,"('오전', '午前')","('오', '午')",오,午,2,"(2, ('오', '午'))",94
영어,English (language),英語,"('영어', '英語')","('영', '英')",영,英,2,"(2, ('영', '英'))",93
영국,the United Kingdom,英國,"('영국', '英國')","('영', '英')",영,英,2,"(2, ('영', '英'))",93
열다,to open,X,"('열다', 'X')","('열', 'X')",열,X,2,"(2, ('열', 'X'))",92
열,ten | fever,X,"('열', 'X')","('열', 'X')",열,X,2,"(2, ('열', 'X'))",92
여자,woman female,女子,"('여자', '女子')","('여', '女')",여,女,2,"(2, ('여', '女'))",91
여동생,younger sister,女同生,"('여동생', '女同生')","('여', '女')",여,女,2,"(2, ('여', '女'))",91
얼마나,how long,X,"('얼마나', 'X')","('얼마', 'X')",얼마,X,2,"(2, ('얼마', 'X'))",90
얼마,how much,X,"('얼마', 'X')","('얼마', 'X')",얼마,X,2,"(2, ('얼마', 'X'))",90
얼마나,how long,X,"('얼마나', 'X')","('얼', 'X')",얼,X,2,"(2, ('얼', 'X'))",89
얼마,how much,X,"('얼마', 'X')","('얼', 'X')",얼,X,2,"(2, ('얼', 'X'))",89
언제,when,X,"('언제', 'X')","('언', 'X')",언,X,2,"(2, ('언', 'X'))",88
언니,elder sister (female pov),X,"('언니', 'X')","('언', 'X')",언,X,2,"(2, ('언', 'X'))",88
예약하다,to reserve,X,"('예약하다', 'X')","('약', 'X')",약,X,2,"(2, ('약', 'X'))",87
약,medicine,X,"('약', 'X')","('약', 'X')",약,X,2,"(2, ('약', 'X'))",87
야채,vegetable,野菜,"('야채', '野菜')","('야', '野')",야,野,2,"(2, ('야', '野'))",86
야구,baseball,野球,"('야구', '野球')","('야', '野')",야,野,2,"(2, ('야', '野'))",86
아프리카,Africa,X,"('아프리카', 'X')","('아프', 'X')",아프,X,2,"(2, ('아프', 'X'))",85
아프다,to be hurting / ill / in pain / hurt,X,"('아프다', 'X')","('아프', 'X')",아프,X,2,"(2, ('아프', 'X'))",85
아이스크림,ice cream,X,"('아이스크림', 'X')","('아이', 'X')",아이,X,2,"(2, ('아이', 'X'))",84
아이,child,X,"('아이', 'X')","('아이', 'X')",아이,X,2,"(2, ('아이', 'X'))",84
할아버지,grandfather,X,"('할아버지', 'X')","('아버지', 'X')",아버지,X,2,"(2, ('아버지', 'X'))",83
아버지,father,X,"('아버지', 'X')","('아버지', 'X')",아버지,X,2,"(2, ('아버지', 'X'))",83
할아버지,grandfather,X,"('할아버지', 'X')","('아버', 'X')",아버,X,2,"(2, ('아버', 'X'))",82
아버지,father,X,"('아버지', 'X')","('아버', 'X')",아버,X,2,"(2, ('아버', 'X'))",82
씨,"Mr., Miss, Mrs., Ms.",X,"('씨', 'X')","('씨', 'X')",씨,X,2,"(2, ('씨', 'X'))",81
날씨,weather,X,"('날씨', 'X')","('씨', 'X')",씨,X,2,"(2, ('씨', 'X'))",81
싸다,cheap,X,"('싸다', 'X')","('싸', 'X')",싸,X,2,"(2, ('싸', 'X'))",80
비싸다,expensive,X,"('비싸다', 'X')","('싸', 'X')",싸,X,2,"(2, ('싸', 'X'))",80
심심하다,bored,X,"('심심하다', 'X')","('심', 'X')",심,X,2,"(2, ('심', 'X'))",79
심심하다,bored,X,"('심심하다', 'X')","('심', 'X')",심,X,2,"(2, ('심', 'X'))",79
신발,shoes,X,"('신발', 'X')","('신', 'X')",신,X,2,"(2, ('신', 'X'))",78
신다,to put on (shoes),X,"('신다', 'X')","('신', 'X')",신,X,2,"(2, ('신', 'X'))",78
음식,food,飮食,"('음식', '飮食')","('식', '食')",식,食,2,"(2, ('식', '食'))",77
식당,restaurant,食堂,"('식당', '食堂')","('식', '食')",식,食,2,"(2, ('식', '食'))",77
시간표,time table,時間表,"('시간표', '時間表')","('시간', '時間')",시간,時間,2,"(2, ('시간', '時間'))",76
시간,hour,時間,"('시간', '時間')","('시간', '時間')",시간,時間,2,"(2, ('시간', '時間'))",76
스키장,ski resort,X,"('스키장', 'X')","('스키', 'X')",스키,X,2,"(2, ('스키', 'X'))",75
스키,skiing,X,"('스키', 'X')","('스키', 'X')",스키,X,2,"(2, ('스키', 'X'))",75
예술의,arts,X,"('예술의', 'X')","('술', 'X')",술,X,2,"(2, ('술', 'X'))",74
술,liquor,X,"('술', 'X')","('술', 'X')",술,X,2,"(2, ('술', 'X'))",74
숙제하다,to do homework,宿題하다,"('숙제하다', '宿題하다')","('숙제', '宿題')",숙제,宿題,2,"(2, ('숙제', '宿題'))",73
숙제,homework,宿題,"('숙제', '宿題')","('숙제', '宿題')",숙제,宿題,2,"(2, ('숙제', '宿題'))",73
손님,customer / guest,X,"('손님', 'X')","('손', 'X')",손,X,2,"(2, ('손', 'X'))",72
손,hand,X,"('손', 'X')","('손', 'X')",손,X,2,"(2, ('손', 'X'))",72
청소하다,to clean,淸掃하다,"('청소하다', '淸掃하다')","('소', '掃')",소,掃,2,"(2, ('소', '掃'))",71
청소,cleaning,淸掃,"('청소', '淸掃')","('소', '掃')",소,掃,2,"(2, ('소', '掃'))",71
주소,address,住所,"('주소', '住所')","('소', '所')",소,所,2,"(2, ('소', '所'))",70
세탁소,dry cleaner's,洗濯所,"('세탁소', '洗濯所')","('소', '所')",소,所,2,"(2, ('소', '所'))",70
여섯,six,X,"('여섯', 'X')","('섯', 'X')",섯,X,2,"(2, ('섯', 'X'))",69
다섯,five,X,"('다섯', 'X')","('섯', 'X')",섯,X,2,"(2, ('섯', 'X'))",69
생선회,sliced raw fish,生鮮膾,"('생선회', '生鮮膾')","('선', '鮮')",선,鮮,2,"(2, ('선', '鮮'))",68
생선,fish,生鮮,"('생선', '生鮮')","('선', '鮮')",선,鮮,2,"(2, ('선', '鮮'))",68
엽서,postcard,葉書,"('엽서', '葉書')","('서', '書')",서,書,2,"(2, ('서', '書'))",67
도서관,library,圖書館,"('도서관', '圖書館')","('서', '書')",서,書,2,"(2, ('서', '書'))",67
서울,Seoul,X,"('서울', 'X')","('서', 'X')",서,X,2,"(2, ('서', 'X'))",66
그래서,so,X,"('그래서', 'X')","('서', 'X')",서,X,2,"(2, ('서', 'X'))",66
생선회,sliced raw fish,生鮮膾,"('생선회', '生鮮膾')","('생선', '生鮮')",생선,生鮮,2,"(2, ('생선', '生鮮'))",65
생선,fish,生鮮,"('생선', '生鮮')","('생선', '生鮮')",생선,生鮮,2,"(2, ('생선', '生鮮'))",65
삼성역,Samseong Station,X,"('삼성역', 'X')","('삼', 'X')",삼,X,2,"(2, ('삼', 'X'))",64
삼,three,X,"('삼', 'X')","('삼', 'X')",삼,X,2,"(2, ('삼', 'X'))",64
살다,to live,X,"('살다', 'X')","('살', 'X')",살,X,2,"(2, ('살', 'X'))",63
살,-years old/counting unit for age | flesh,X,"('살', 'X')","('살', 'X')",살,X,2,"(2, ('살', 'X'))",63
오빠,elder brother from a female perspective,X,"('오빠', 'X')","('빠', 'X')",빠,X,2,"(2, ('빠', 'X'))",62
빠르다,to be fast,X,"('빠르다', 'X')","('빠', 'X')",빠,X,2,"(2, ('빠', 'X'))",62
공부하다,to study,工夫하다,"('공부하다', '工夫하다')","('부', '夫')",부,夫,2,"(2, ('부', '夫'))",61
공부,study / learning,工夫,"('공부', '工夫')","('부', '夫')",부,夫,2,"(2, ('부', '夫'))",61
부치다,to send / to mail,X,"('부치다', 'X')","('부', 'X')",부,X,2,"(2, ('부', 'X'))",60
부엌,kitchen,X,"('부엌', 'X')","('부', 'X')",부,X,2,"(2, ('부', 'X'))",60
보다,to see / to watch / to look at,X,"('보다', 'X')","('보', 'X')",보,X,2,"(2, ('보', 'X'))",59
보내다,to send / to mail,X,"('보내다', 'X')","('보', 'X')",보,X,2,"(2, ('보', 'X'))",59
베트남,Vietnam,X,"('베트남', 'X')","('베', 'X')",베,X,2,"(2, ('베', 'X'))",58
베이징,Beijing,X,"('베이징', 'X')","('베', 'X')",베,X,2,"(2, ('베', 'X'))",58
할아버지,grandfather,X,"('할아버지', 'X')","('버지', 'X')",버지,X,2,"(2, ('버지', 'X'))",57
아버지,father,X,"('아버지', 'X')","('버지', 'X')",버지,X,2,"(2, ('버지', 'X'))",57
책방,bookstore,冊房,"('책방', '冊房')","('방', '房')",방,房,2,"(2, ('방', '房'))",56
온돌방,traditional Korean room / hot-floored room,溫突房,"('온돌방', '溫突房')","('방', '房')",방,房,2,"(2, ('방', '房'))",56
방콕,Bangkok,X,"('방콕', 'X')","('방', 'X')",방,X,2,"(2, ('방', 'X'))",55
방,room with a bed,X,"('방', 'X')","('방', 'X')",방,X,2,"(2, ('방', 'X'))",55
출발하다,to depart,出發하다,"('출발하다', '出發하다')","('발', '發')",발,發,2,"(2, ('발', '發'))",54
출발,departure,出發,"('출발', '出發')","('발', '發')",발,發,2,"(2, ('발', '發'))",54
신발,shoes,X,"('신발', 'X')","('발', 'X')",발,X,2,"(2, ('발', 'X'))",53
발,foot,X,"('발', 'X')","('발', 'X')",발,X,2,"(2, ('발', 'X'))",53
청바지,jeans,X,"('청바지', 'X')","('바지', 'X')",바지,X,2,"(2, ('바지', 'X'))",52
바지,trousers pants,X,"('바지', 'X')","('바지', 'X')",바지,X,2,"(2, ('바지', 'X'))",52
명동역,Myeongdong Station,X,"('명동역', 'X')","('명', 'X')",명,X,2,"(2, ('명', 'X'))",51
명,counting unit for people,X,"('명', 'X')","('명', 'X')",명,X,2,"(2, ('명', 'X'))",51
할머니,grandmother,X,"('할머니', 'X')","('머니', 'X')",머니,X,2,"(2, ('머니', 'X'))",50
어머니,mother,X,"('어머니', 'X')","('머니', 'X')",머니,X,2,"(2, ('머니', 'X'))",50
맛있다,tasty / delicious,X,"('맛있다', 'X')","('맛', 'X')",맛,X,2,"(2, ('맛', 'X'))",49
맛없다,untasty,X,"('맛없다', 'X')","('맛', 'X')",맛,X,2,"(2, ('맛', 'X'))",49
많이,a lot / many / much,X,"('많이', 'X')","('많', 'X')",많,X,2,"(2, ('많', 'X'))",48
많다,many / much,X,"('많다', 'X')","('많', 'X')",많,X,2,"(2, ('많', 'X'))",48
아이스크림,ice cream,X,"('아이스크림', 'X')","('림', 'X')",림,X,2,"(2, ('림', 'X'))",47
그림,picture / drawing,X,"('그림', 'X')","('림', 'X')",림,X,2,"(2, ('림', 'X'))",47
오른쪽,right side,X,"('오른쪽', 'X')","('른', 'X')",른,X,2,"(2, ('른', 'X'))",46
다른,other,X,"('다른', 'X')","('른', 'X')",른,X,2,"(2, ('른', 'X'))",46
빠르다,to be fast,X,"('빠르다', 'X')","('르', 'X')",르,X,2,"(2, ('르', 'X'))",45
가르치다,to teach,X,"('가르치다', 'X')","('르', 'X')",르,X,2,"(2, ('르', 'X'))",45
별로,"not really, not particularly",X,"('별로', 'X')","('로', 'X')",로,X,2,"(2, ('로', 'X'))",44
