hangul_word,English_translation,hanja_word_with_x,hangul_hanja_tuple,hangul_hanja_char_tuple,hangul_seq,hanja_seq,hangul_hanja_tuple_num_parts,hangul_hanja_char_tuple_rank_tuple,hangul_hanja_char_tuple_rank
얼마,how much,X,"('얼마', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",237
마드리드,Madrid,X,"('마드리드', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",237
로마,Rome,X,"('로마', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",237
드라마,drama (TV series),X,"('드라마', 'X')","('마', 'X')",마,X,6,"(6, ('마', 'X'))",237
핸드폰,mobile phone,X,"('핸드폰', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",236
피라미드,pyramid,X,"('피라미드', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",236
마드리드,Madrid,X,"('마드리드', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",236
마드리드,Madrid,X,"('마드리드', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",236
드시다,to eat (honorific),X,"('드시다', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",236
드라마,drama (TV series),X,"('드라마', 'X')","('드', 'X')",드,X,6,"(6, ('드', 'X'))",236
아내,wife,X,"('아내', 'X')","('내', 'X')",내,X,6,"(6, ('내', 'X'))",235
보내다,to send / to mail,X,"('보내다', 'X')","('내', 'X')",내,X,6,"(6, ('내', 'X'))",235
내리다,to get off,X,"('내리다', 'X')","('내', 'X')",내,X,6,"(6, ('내', 'X'))",235
내다,to pay,X,"('내다', 'X')","('내', 'X')",내,X,6,"(6, ('내', 'X'))",235
내,my,X,"('내', 'X')","('내', 'X')",내,X,6,"(6, ('내', 'X'))",235
끝내다,to finish,X,"('끝내다', 'X')","('내', 'X')",내,X,6,"(6, ('내', 'X'))",235
학생,student,學生,"('학생', '學生')","('학생', '學生')",학생,學生,5,"(5, ('학생', '學生'))",234
초등학생,elementary school student,初等學生,"('초등학생', '初等學生')","('학생', '學生')",학생,學生,5,"(5, ('학생', '學生'))",234
중학생,middle school student,中學生,"('중학생', '中學生')","('학생', '學生')",학생,學生,5,"(5, ('학생', '學生'))",234
대학생,university student,大學生,"('대학생', '大學生')","('학생', '學生')",학생,學生,5,"(5, ('학생', '學生'))",234
고등학생,high school student,高等學生,"('고등학생', '高等學生')","('학생', '學生')",학생,學生,5,"(5, ('학생', '學生'))",234
파티,party,X,"('파티', 'X')","('파', 'X')",파,X,5,"(5, ('파', 'X'))",233
파리,Paris,X,"('파리', 'X')","('파', 'X')",파,X,5,"(5, ('파', 'X'))",233
파란색,blue,X,"('파란색', 'X')","('파', 'X')",파,X,5,"(5, ('파', 'X'))",233
스파게티,spaghetti,X,"('스파게티', 'X')","('파', 'X')",파,X,5,"(5, ('파', 'X'))",233
소파,sofa,X,"('소파', 'X')","('파', 'X')",파,X,5,"(5, ('파', 'X'))",233
피우다,to smoke (a cigarette),X,"('피우다', 'X')","('우', 'X')",우,X,5,"(5, ('우', 'X'))",232
지우개,eraser,X,"('지우개', 'X')","('우', 'X')",우,X,5,"(5, ('우', 'X'))",232
우리,we / our,X,"('우리', 'X')","('우', 'X')",우,X,5,"(5, ('우', 'X'))",232
세우다,to stop,X,"('세우다', 'X')","('우', 'X')",우,X,5,"(5, ('우', 'X'))",232
배우다,to learn,X,"('배우다', 'X')","('우', 'X')",우,X,5,"(5, ('우', 'X'))",232
텔레비전,television,X,"('텔레비전', 'X')","('비', 'X')",비,X,5,"(5, ('비', 'X'))",231
준비하다,to prepare,X,"('준비하다', 'X')","('비', 'X')",비,X,5,"(5, ('비', 'X'))",231
비싸다,expensive,X,"('비싸다', 'X')","('비', 'X')",비,X,5,"(5, ('비', 'X'))",231
비빔밥,bibimbap,X,"('비빔밥', 'X')","('비', 'X')",비,X,5,"(5, ('비', 'X'))",231
비,rain,X,"('비', 'X')","('비', 'X')",비,X,5,"(5, ('비', 'X'))",231
만지다,to touch,X,"('만지다', 'X')","('만', 'X')",만,X,5,"(5, ('만', 'X'))",230
만들다,to make,X,"('만들다', 'X')","('만', 'X')",만,X,5,"(5, ('만', 'X'))",230
만나다,to meet,X,"('만나다', 'X')","('만', 'X')",만,X,5,"(5, ('만', 'X'))",230
까만색,black,X,"('까만색', 'X')","('만', 'X')",만,X,5,"(5, ('만', 'X'))",230
그렇지만,but,X,"('그렇지만', 'X')","('만', 'X')",만,X,5,"(5, ('만', 'X'))",230
피라미드,pyramid,X,"('피라미드', 'X')","('라', 'X')",라,X,5,"(5, ('라', 'X'))",229
콜라,cola,X,"('콜라', 'X')","('라', 'X')",라,X,5,"(5, ('라', 'X'))",229
카메라,camera,X,"('카메라', 'X')","('라', 'X')",라,X,5,"(5, ('라', 'X'))",229
브라질,Brasil,X,"('브라질', 'X')","('라', 'X')",라,X,5,"(5, ('라', 'X'))",229
드라마,drama (TV series),X,"('드라마', 'X')","('라', 'X')",라,X,5,"(5, ('라', 'X'))",229
힘들다,laborous hard,X,"('힘들다', 'X')","('들', 'X')",들,X,5,"(5, ('들', 'X'))",228
아들,son,X,"('아들', 'X')","('들', 'X')",들,X,5,"(5, ('들', 'X'))",228
만들다,to make,X,"('만들다', 'X')","('들', 'X')",들,X,5,"(5, ('들', 'X'))",228
들어가다,to go in to enter,X,"('들어가다', 'X')","('들', 'X')",들,X,5,"(5, ('들', 'X'))",228
들다,to be contained,X,"('들다', 'X')","('들', 'X')",들,X,5,"(5, ('들', 'X'))",228
할머니,grandmother,X,"('할머니', 'X')","('니', 'X')",니,X,5,"(5, ('니', 'X'))",227
테니스,tennis,X,"('테니스', 'X')","('니', 'X')",니,X,5,"(5, ('니', 'X'))",227
언니,elder sister (female pov),X,"('언니', 'X')","('니', 'X')",니,X,5,"(5, ('니', 'X'))",227
어머니,mother,X,"('어머니', 'X')","('니', 'X')",니,X,5,"(5, ('니', 'X'))",227
다니다,to go to (a company) / to work for,X,"('다니다', 'X')","('니', 'X')",니,X,5,"(5, ('니', 'X'))",227
하얀색,white,X,"('하얀색', 'X')","('하', 'X')",하,X,4,"(4, ('하', 'X'))",226
하루,one day,X,"('하루', 'X')","('하', 'X')",하,X,4,"(4, ('하', 'X'))",226
하나,one,X,"('하나', 'X')","('하', 'X')",하,X,4,"(4, ('하', 'X'))",226
말하기,speaking,X,"('말하기', 'X')","('하', 'X')",하,X,4,"(4, ('하', 'X'))",226
포크,fork,X,"('포크', 'X')","('크', 'X')",크,X,4,"(4, ('크', 'X'))",225
크다,big,X,"('크다', 'X')","('크', 'X')",크,X,4,"(4, ('크', 'X'))",225
케이크,cake,X,"('케이크', 'X')","('크', 'X')",크,X,4,"(4, ('크', 'X'))",225
아이스크림,ice cream,X,"('아이스크림', 'X')","('크', 'X')",크,X,4,"(4, ('크', 'X'))",225
주스,juice,X,"('주스', 'X')","('주', 'X')",주,X,4,"(4, ('주', 'X'))",224
주다,to give,X,"('주다', 'X')","('주', 'X')",주,X,4,"(4, ('주', 'X'))",224
아주,very / quite,X,"('아주', 'X')","('주', 'X')",주,X,4,"(4, ('주', 'X'))",224
도와주다,to help,X,"('도와주다', 'X')","('주', 'X')",주,X,4,"(4, ('주', 'X'))",224
저분,that person (honorific),X,"('저분', 'X')","('저', 'X')",저,X,4,"(4, ('저', 'X'))",223
저녁,evening,X,"('저녁', 'X')","('저', 'X')",저,X,4,"(4, ('저', 'X'))",223
저거,that (one),X,"('저거', 'X')","('저', 'X')",저,X,4,"(4, ('저', 'X'))",223
저,he / she | that,X,"('저', 'X')","('저', 'X')",저,X,4,"(4, ('저', 'X'))",223
주차장,parking lot,駐車場,"('주차장', '駐車場')","('장', '場')",장,場,4,"(4, ('장', '場'))",222
시장,market,市場,"('시장', '市場')","('장', '場')",장,場,4,"(4, ('장', '場'))",222
수영장,swimming pool,水泳場,"('수영장', '水泳場')","('장', '場')",장,場,4,"(4, ('장', '場'))",222
극장,movie theater,劇場,"('극장', '劇場')","('장', '場')",장,場,4,"(4, ('장', '場'))",222
의자,chair,椅子,"('의자', '椅子')","('자', '子')",자,子,4,"(4, ('자', '子'))",221
여자,woman female,女子,"('여자', '女子')","('자', '子')",자,子,4,"(4, ('자', '子'))",221
모자,hat / cap,帽子,"('모자', '帽子')","('자', '子')",자,子,4,"(4, ('자', '子'))",221
남자,man male,男子,"('남자', '男子')","('자', '子')",자,子,4,"(4, ('자', '子'))",221
혼자,alone,X,"('혼자', 'X')","('자', 'X')",자,X,4,"(4, ('자', 'X'))",220
피자,pizza,X,"('피자', 'X')","('자', 'X')",자,X,4,"(4, ('자', 'X'))",220
자리,seat place,X,"('자리', 'X')","('자', 'X')",자,X,4,"(4, ('자', 'X'))",220
자다,to sleep,X,"('자다', 'X')","('자', 'X')",자,X,4,"(4, ('자', 'X'))",220
재미있다,interesting,X,"('재미있다', 'X')","('있', 'X')",있,X,4,"(4, ('있', 'X'))",219
있다,to have,X,"('있다', 'X')","('있', 'X')",있,X,4,"(4, ('있', 'X'))",219
멋있다,"to be nice, to be stylish",X,"('멋있다', 'X')","('있', 'X')",있,X,4,"(4, ('있', 'X'))",219
맛있다,tasty / delicious,X,"('맛있다', 'X')","('있', 'X')",있,X,4,"(4, ('있', 'X'))",219
회사원,company employee,會社員,"('회사원', '會社員')","('원', '員')",원,員,4,"(4, ('원', '員'))",218
직원,staff,職員,"('직원', '職員')","('원', '員')",원,員,4,"(4, ('원', '員'))",218
은행원,bank clerk,銀行員,"('은행원', '銀行員')","('원', '員')",원,員,4,"(4, ('원', '員'))",218
연구원,researcher,硏究員,"('연구원', '硏究員')","('원', '員')",원,員,4,"(4, ('원', '員'))",218
운전하다,to drive,運轉하다,"('운전하다', '運轉하다')","('운', '運')",운,運,4,"(4, ('운', '運'))",217
운전,driving,運轉,"('운전', '運轉')","('운', '運')",운,運,4,"(4, ('운', '運'))",217
운동하다,to exercise / to work out,運動하다,"('운동하다', '運動하다')","('운', '運')",운,運,4,"(4, ('운', '運'))",217
운동,exercise / workout,運動,"('운동', '運動')","('운', '運')",운,運,4,"(4, ('운', '運'))",217
요리하다,to cook,料理하다,"('요리하다', '料理하다')","('요', '料')",요,料,4,"(4, ('요', '料'))",216
요리사,chef,料理師,"('요리사', '料理師')","('요', '料')",요,料,4,"(4, ('요', '料'))",216
요리,cooking,料理,"('요리', '料理')","('요', '料')",요,料,4,"(4, ('요', '料'))",216
요금,fare charge,料金,"('요금', '料金')","('요', '料')",요,料,4,"(4, ('요', '料'))",216
한국어,Korean (language),韓國語,"('한국어', '韓國語')","('어', '語')",어,語,4,"(4, ('어', '語'))",215
중국어,Chinese (language),中國語,"('중국어', '中國語')","('어', '語')",어,語,4,"(4, ('어', '語'))",215
일본어,Japanese (language),日本語,"('일본어', '日本語')","('어', '語')",어,語,4,"(4, ('어', '語'))",215
영어,English (language),英語,"('영어', '英語')","('어', '語')",어,語,4,"(4, ('어', '語'))",215
수요일,Wednesday,水曜日,"('수요일', '水曜日')","('수', '水')",수,水,4,"(4, ('수', '水'))",214
수영하다,to swim,水泳하다,"('수영하다', '水泳하다')","('수', '水')",수,水,4,"(4, ('수', '水'))",214
수영장,swimming pool,水泳場,"('수영장', '水泳場')","('수', '水')",수,水,4,"(4, ('수', '水'))",214
수영,swimming,水泳,"('수영', '水泳')","('수', '水')",수,水,4,"(4, ('수', '水'))",214
저분,that person (honorific),X,"('저분', 'X')","('분', 'X')",분,X,4,"(4, ('분', 'X'))",213
이분,this person (honorific),X,"('이분', 'X')","('분', 'X')",분,X,4,"(4, ('분', 'X'))",213
분,minute,X,"('분', 'X')","('분', 'X')",분,X,4,"(4, ('분', 'X'))",213
그분,that person (honorific),X,"('그분', 'X')","('분', 'X')",분,X,4,"(4, ('분', 'X'))",213
햄버거,hamburger,X,"('햄버거', 'X')","('버', 'X')",버,X,4,"(4, ('버', 'X'))",212
할아버지,grandfather,X,"('할아버지', 'X')","('버', 'X')",버,X,4,"(4, ('버', 'X'))",212
아버지,father,X,"('아버지', 'X')","('버', 'X')",버,X,4,"(4, ('버', 'X'))",212
버스,bus,X,"('버스', 'X')","('버', 'X')",버,X,4,"(4, ('버', 'X'))",212
배우다,to learn,X,"('배우다', 'X')","('배', 'X')",배,X,4,"(4, ('배', 'X'))",211
배고프다,hungry,X,"('배고프다', 'X')","('배', 'X')",배,X,4,"(4, ('배', 'X'))",211
배,abdomen / stomach | ship/boat,X,"('배', 'X')","('배', 'X')",배,X,4,"(4, ('배', 'X'))",211
담배,cigarette,X,"('담배', 'X')","('배', 'X')",배,X,4,"(4, ('배', 'X'))",211
피라미드,pyramid,X,"('피라미드', 'X')","('미', 'X')",미,X,4,"(4, ('미', 'X'))",210
재미있다,interesting,X,"('재미있다', 'X')","('미', 'X')",미,X,4,"(4, ('미', 'X'))",210
재미없다,not interesting,X,"('재미없다', 'X')","('미', 'X')",미,X,4,"(4, ('미', 'X'))",210
미안하다,sorry,X,"('미안하다', 'X')","('미', 'X')",미,X,4,"(4, ('미', 'X'))",210
무슨,what kind of,X,"('무슨', 'X')","('무', 'X')",무,X,4,"(4, ('무', 'X'))",209
무섭다,scary,X,"('무섭다', 'X')","('무', 'X')",무,X,4,"(4, ('무', 'X'))",209
무겁다,heavy,X,"('무겁다', 'X')","('무', 'X')",무,X,4,"(4, ('무', 'X'))",209
너무,too,X,"('너무', 'X')","('무', 'X')",무,X,4,"(4, ('무', 'X'))",209
아래,under / below,X,"('아래', 'X')","('래', 'X')",래,X,4,"(4, ('래', 'X'))",208
빨래하다,to do laundry,X,"('빨래하다', 'X')","('래', 'X')",래,X,4,"(4, ('래', 'X'))",208
노래하다,to sing,X,"('노래하다', 'X')","('래', 'X')",래,X,4,"(4, ('래', 'X'))",208
그래서,so,X,"('그래서', 'X')","('래', 'X')",래,X,4,"(4, ('래', 'X'))",208
불고기,bulgogi,X,"('불고기', 'X')","('고', 'X')",고,X,4,"(4, ('고', 'X'))",207
배고프다,hungry,X,"('배고프다', 'X')","('고', 'X')",고,X,4,"(4, ('고', 'X'))",207
그리고,and,X,"('그리고', 'X')","('고', 'X')",고,X,4,"(4, ('고', 'X'))",207
고기,meat,X,"('고기', 'X')","('고', 'X')",고,X,4,"(4, ('고', 'X'))",207
이렇게,like this /in this way,X,"('이렇게', 'X')","('게', 'X')",게,X,4,"(4, ('게', 'X'))",206
어떻게,how,X,"('어떻게', 'X')","('게', 'X')",게,X,4,"(4, ('게', 'X'))",206
스파게티,spaghetti,X,"('스파게티', 'X')","('게', 'X')",게,X,4,"(4, ('게', 'X'))",206
가게,store / shop,X,"('가게', 'X')","('게', 'X')",게,X,4,"(4, ('게', 'X'))",206
햄버거,hamburger,X,"('햄버거', 'X')","('거', 'X')",거,X,4,"(4, ('거', 'X'))",205
저거,that (one),X,"('저거', 'X')","('거', 'X')",거,X,4,"(4, ('거', 'X'))",205
이거,this (one),X,"('이거', 'X')","('거', 'X')",거,X,4,"(4, ('거', 'X'))",205
그거,that (one),X,"('그거', 'X')","('거', 'X')",거,X,4,"(4, ('거', 'X'))",205
전화하다,to call,電話하다,"('전화하다', '電話하다')","('화', '話')",화,話,3,"(3, ('화', '話'))",204
전화번호,telephone number,電話番號,"('전화번호', '電話番號')","('화', '話')",화,話,3,"(3, ('화', '話'))",204
전화,cellular phone | telephone,電話,"('전화', '電話')","('화', '話')",화,話,3,"(3, ('화', '話'))",204
한복,hanbok (traditional Korean costume),韓服,"('한복', '韓服')","('한', '韓')",한,韓,3,"(3, ('한', '韓'))",203
한국어,Korean (language),韓國語,"('한국어', '韓國語')","('한', '韓')",한,韓,3,"(3, ('한', '韓'))",203
한국,Korea,韓國,"('한국', '韓國')","('한', '韓')",한,韓,3,"(3, ('한', '韓'))",203
파티,party,X,"('파티', 'X')","('티', 'X')",티,X,3,"(3, ('티', 'X'))",202
티셔츠,T-shirt,X,"('티셔츠', 'X')","('티', 'X')",티,X,3,"(3, ('티', 'X'))",202
스파게티,spaghetti,X,"('스파게티', 'X')","('티', 'X')",티,X,3,"(3, ('티', 'X'))",202
코트,coat,X,"('코트', 'X')","('트', 'X')",트,X,3,"(3, ('트', 'X'))",201
베트남,Vietnam,X,"('베트남', 'X')","('트', 'X')",트,X,3,"(3, ('트', 'X'))",201
다이어트,diet,X,"('다이어트', 'X')","('트', 'X')",트,X,3,"(3, ('트', 'X'))",201
책상,desk,冊床,"('책상', '冊床')","('책', '冊')",책,冊,3,"(3, ('책', '冊'))",200
책방,bookstore,冊房,"('책방', '冊房')","('책', '冊')",책,冊,3,"(3, ('책', '冊'))",200
공책,notebook,空冊,"('공책', '空冊')","('책', '冊')",책,冊,3,"(3, ('책', '冊'))",200
중학생,middle school student,中學生,"('중학생', '中學生')","('중', '中')",중,中,3,"(3, ('중', '中'))",199
중국어,Chinese (language),中國語,"('중국어', '中國語')","('중', '中')",중,中,3,"(3, ('중', '中'))",199
중국,China,中國,"('중국', '中國')","('중', '中')",중,中,3,"(3, ('중', '中'))",199
제,my,X,"('제', 'X')","('제', 'X')",제,X,3,"(3, ('제', 'X'))",198
언제,when,X,"('언제', 'X')","('제', 'X')",제,X,3,"(3, ('제', 'X'))",198
어제,yesterday,X,"('어제', 'X')","('제', 'X')",제,X,3,"(3, ('제', 'X'))",198
전화하다,to call,電話하다,"('전화하다', '電話하다')","('전화', '電話')",전화,電話,3,"(3, ('전화', '電話'))",197
전화번호,telephone number,電話番號,"('전화번호', '電話番號')","('전화', '電話')",전화,電話,3,"(3, ('전화', '電話'))",197
전화,cellular phone | telephone,電話,"('전화', '電話')","('전화', '電話')",전화,電話,3,"(3, ('전화', '電話'))",197
전화하다,to call,電話하다,"('전화하다', '電話하다')","('전', '電')",전,電,3,"(3, ('전', '電'))",196
전화번호,telephone number,電話番號,"('전화번호', '電話番號')","('전', '電')",전,電,3,"(3, ('전', '電'))",196
전화,cellular phone | telephone,電話,"('전화', '電話')","('전', '電')",전,電,3,"(3, ('전', '電'))",196
자전거,bicycle,自轉車,"('자전거', '自轉車')","('전', '轉')",전,轉,3,"(3, ('전', '轉'))",195
운전하다,to drive,運轉하다,"('운전하다', '運轉하다')","('전', '轉')",전,轉,3,"(3, ('전', '轉'))",195
운전,driving,運轉,"('운전', '運轉')","('전', '轉')",전,轉,3,"(3, ('전', '轉'))",195
요리하다,to cook,料理하다,"('요리하다', '料理하다')","('요리', '料理')",요리,料理,3,"(3, ('요리', '料理'))",194
요리사,chef,料理師,"('요리사', '料理師')","('요리', '料理')",요리,料理,3,"(3, ('요리', '料理'))",194
요리,cooking,料理,"('요리', '料理')","('요리', '料理')",요리,料理,3,"(3, ('요리', '料理'))",194
예약하다,to reserve,X,"('예약하다', 'X')","('예', 'X')",예,X,3,"(3, ('예', 'X'))",193
예술의,arts,X,"('예술의', 'X')","('예', 'X')",예,X,3,"(3, ('예', 'X'))",193
예쁘다,pretty,X,"('예쁘다', 'X')","('예', 'X')",예,X,3,"(3, ('예', 'X'))",193
수영하다,to swim,水泳하다,"('수영하다', '水泳하다')","('영', '泳')",영,泳,3,"(3, ('영', '泳'))",192
수영장,swimming pool,水泳場,"('수영장', '水泳場')","('영', '泳')",영,泳,3,"(3, ('영', '泳'))",192
수영,swimming,水泳,"('수영', '水泳')","('영', '泳')",영,泳,3,"(3, ('영', '泳'))",192
시청역,City Hall Station,X,"('시청역', 'X')","('역', 'X')",역,X,3,"(3, ('역', 'X'))",191
삼성역,Samseong Station,X,"('삼성역', 'X')","('역', 'X')",역,X,3,"(3, ('역', 'X'))",191
명동역,Myeongdong Station,X,"('명동역', 'X')","('역', 'X')",역,X,3,"(3, ('역', 'X'))",191
여행하다,to travel,旅行하다,"('여행하다', '旅行하다')","('여행', '旅行')",여행,旅行,3,"(3, ('여행', '旅行'))",190
여행사,travel agency,旅行社,"('여행사', '旅行社')","('여행', '旅行')",여행,旅行,3,"(3, ('여행', '旅行'))",190
여행,trip travel,旅行,"('여행', '旅行')","('여행', '旅行')",여행,旅行,3,"(3, ('여행', '旅行'))",190
여행하다,to travel,旅行하다,"('여행하다', '旅行하다')","('여', '旅')",여,旅,3,"(3, ('여', '旅'))",189
여행사,travel agency,旅行社,"('여행사', '旅行社')","('여', '旅')",여,旅,3,"(3, ('여', '旅'))",189
여행,trip travel,旅行,"('여행', '旅行')","('여', '旅')",여,旅,3,"(3, ('여', '旅'))",189
여섯,six,X,"('여섯', 'X')","('여', 'X')",여,X,3,"(3, ('여', 'X'))",188
여덟,eight,X,"('여덟', 'X')","('여', 'X')",여,X,3,"(3, ('여', 'X'))",188
여기,here,X,"('여기', 'X')","('여', 'X')",여,X,3,"(3, ('여', 'X'))",188
재미없다,not interesting,X,"('재미없다', 'X')","('없', 'X')",없,X,3,"(3, ('없', 'X'))",187
없다,not to have,X,"('없다', 'X')","('없', 'X')",없,X,3,"(3, ('없', 'X'))",187
맛없다,untasty,X,"('맛없다', 'X')","('없', 'X')",없,X,3,"(3, ('없', 'X'))",187
집안일,chores,X,"('집안일', 'X')","('안', 'X')",안,X,3,"(3, ('안', 'X'))",186
안,inside | not,X,"('안', 'X')","('안', 'X')",안,X,3,"(3, ('안', 'X'))",186
미안하다,sorry,X,"('미안하다', 'X')","('안', 'X')",안,X,3,"(3, ('안', 'X'))",186
십일월,November,十一月,"('십일월', '十一月')","('십', '十')",십,十,3,"(3, ('십', '十'))",185
십이월,December,十二月,"('십이월', '十二月')","('십', '十')",십,十,3,"(3, ('십', '十'))",185
십만,hundred thousand,十萬,"('십만', '十萬')","('십', '十')",십,十,3,"(3, ('십', '十'))",185
화장실,rest room,化粧室,"('화장실', '化粧室')","('실', '室')",실,室,3,"(3, ('실', '室'))",184
사무실,office,事務室,"('사무실', '事務室')","('실', '室')",실,室,3,"(3, ('실', '室'))",184
교실,classroom,敎室,"('교실', '敎室')","('실', '室')",실,室,3,"(3, ('실', '室'))",184
시계,watch / clock,時計,"('시계', '時計')","('시', '時')",시,時,3,"(3, ('시', '時'))",183
시간표,time table,時間表,"('시간표', '時間表')","('시', '時')",시,時,3,"(3, ('시', '時'))",183
시간,hour,時間,"('시간', '時間')","('시', '時')",시,時,3,"(3, ('시', '時'))",183
시청,city hall,市廳,"('시청', '市廳')","('시', '市')",시,市,3,"(3, ('시', '市'))",182
시장,market,市場,"('시장', '市場')","('시', '市')",시,市,3,"(3, ('시', '市'))",182
시내,downtown,市內,"('시내', '市內')","('시', '市')",시,市,3,"(3, ('시', '市'))",182
숙제하다,to do homework,宿題하다,"('숙제하다', '宿題하다')","('숙', '宿')",숙,宿,3,"(3, ('숙', '宿'))",181
숙제,homework,宿題,"('숙제', '宿題')","('숙', '宿')",숙,宿,3,"(3, ('숙', '宿'))",181
기숙사,dormitory,寄宿舍,"('기숙사', '寄宿舍')","('숙', '宿')",숙,宿,3,"(3, ('숙', '宿'))",181
수영하다,to swim,水泳하다,"('수영하다', '水泳하다')","('수영', '水泳')",수영,水泳,3,"(3, ('수영', '水泳'))",180
수영장,swimming pool,水泳場,"('수영장', '水泳場')","('수영', '水泳')",수영,水泳,3,"(3, ('수영', '水泳'))",180
수영,swimming,水泳,"('수영', '水泳')","('수영', '水泳')",수영,水泳,3,"(3, ('수영', '水泳'))",180
세일,sale,X,"('세일', 'X')","('세', 'X')",세,X,3,"(3, ('세', 'X'))",179
세우다,to stop,X,"('세우다', 'X')","('세', 'X')",세,X,3,"(3, ('세', 'X'))",179
세,three (when modifying a counting unit that follows),X,"('세', 'X')","('세', 'X')",세,X,3,"(3, ('세', 'X'))",179
선생님,teacher,X,"('선생님', 'X')","('생', 'X')",생,X,3,"(3, ('생', 'X'))",178
생각,thinking / thought,X,"('생각', 'X')","('생', 'X')",생,X,3,"(3, ('생', 'X'))",178
남동생,younger brother,X,"('남동생', 'X')","('생', 'X')",생,X,3,"(3, ('생', 'X'))",178
회색,grey,灰色,"('회색', '灰色')","('색', '色')",색,色,3,"(3, ('색', '色'))",177
녹색,green,綠色,"('녹색', '綠色')","('색', '色')",색,色,3,"(3, ('색', '色'))",177
갈색,brown,褐色,"('갈색', '褐色')","('색', '色')",색,色,3,"(3, ('색', '色'))",177
한라산,Hallasan,漢拏山,"('한라산', '漢拏山')","('산', '山')",산,山,3,"(3, ('산', '山'))",176
부산,Busan,釜山,"('부산', '釜山')","('산', '山')",산,山,3,"(3, ('산', '山'))",176
등산,mountain climbing / hiking,登山,"('등산', '登山')","('산', '山')",산,山,3,"(3, ('산', '山'))",176
사람,human / person,X,"('사람', 'X')","('사람', 'X')",사람,X,3,"(3, ('사람', 'X'))",175
뒷사람,person behind,X,"('뒷사람', 'X')","('사람', 'X')",사람,X,3,"(3, ('사람', 'X'))",175
눈사람,snowman,X,"('눈사람', 'X')","('사람', 'X')",사람,X,3,"(3, ('사람', 'X'))",175
회사원,company employee,會社員,"('회사원', '會社員')","('사', '社')",사,社,3,"(3, ('사', '社'))",174
회사,company,會社,"('회사', '會社')","('사', '社')",사,社,3,"(3, ('사', '社'))",174
여행사,travel agency,旅行社,"('여행사', '旅行社')","('사', '社')",사,社,3,"(3, ('사', '社'))",174
의사,doctor,醫師,"('의사', '醫師')","('사', '師')",사,師,3,"(3, ('사', '師'))",173
요리사,chef,料理師,"('요리사', '料理師')","('사', '師')",사,師,3,"(3, ('사', '師'))",173
간호사,nurse,看護師,"('간호사', '看護師')","('사', '師')",사,師,3,"(3, ('사', '師'))",173
예쁘다,pretty,X,"('예쁘다', 'X')","('쁘', 'X')",쁘,X,3,"(3, ('쁘', 'X'))",172
바쁘다,busy,X,"('바쁘다', 'X')","('쁘', 'X')",쁘,X,3,"(3, ('쁘', 'X'))",172
나쁘다,bad,X,"('나쁘다', 'X')","('쁘', 'X')",쁘,X,3,"(3, ('쁘', 'X'))",172
빨리,quickly,X,"('빨리', 'X')","('빨', 'X')",빨,X,3,"(3, ('빨', 'X'))",171
빨래하다,to do laundry,X,"('빨래하다', 'X')","('빨', 'X')",빨,X,3,"(3, ('빨', 'X'))",171
빨간색,red,X,"('빨간색', 'X')","('빨', 'X')",빨,X,3,"(3, ('빨', 'X'))",171
한번,once,X,"('한번', 'X')","('번', 'X')",번,X,3,"(3, ('번', 'X'))",170
이번,this time,X,"('이번', 'X')","('번', 'X')",번,X,3,"(3, ('번', 'X'))",170
번,counting unit after number,X,"('번', 'X')","('번', 'X')",번,X,3,"(3, ('번', 'X'))",170
비빔밥,bibimbap,X,"('비빔밥', 'X')","('밥', 'X')",밥,X,3,"(3, ('밥', 'X'))",169
밥,steamed rice | meal,X,"('밥', 'X')","('밥', 'X')",밥,X,3,"(3, ('밥', 'X'))",169
김밥,gimbap,X,"('김밥', 'X')","('밥', 'X')",밥,X,3,"(3, ('밥', 'X'))",169
콧물,runny nose,X,"('콧물', 'X')","('물', 'X')",물,X,3,"(3, ('물', 'X'))",168
찬물,cold water,X,"('찬물', 'X')","('물', 'X')",물,X,3,"(3, ('물', 'X'))",168
물,water,X,"('물', 'X')","('물', 'X')",물,X,3,"(3, ('물', 'X'))",168
카메라,camera,X,"('카메라', 'X')","('메', 'X')",메,X,3,"(3, ('메', 'X'))",167
이메일,e-mail,X,"('이메일', 'X')","('메', 'X')",메,X,3,"(3, ('메', 'X'))",167
메뉴,menu,X,"('메뉴', 'X')","('메', 'X')",메,X,3,"(3, ('메', 'X'))",167
할머니,grandmother,X,"('할머니', 'X')","('머', 'X')",머,X,3,"(3, ('머', 'X'))",166
어머니,mother,X,"('어머니', 'X')","('머', 'X')",머,X,3,"(3, ('머', 'X'))",166
머리,head,X,"('머리', 'X')","('머', 'X')",머,X,3,"(3, ('머', 'X'))",166
정말,"really, truly",X,"('정말', 'X')","('말', 'X')",말,X,3,"(3, ('말', 'X'))",165
